"ID","workplace.belonging_1","workplace.belonging_2","workplace.belonging_3","workplace.belonging_4","workplace.belonging_5","workplace.belonging_6","biology.belonging_1","biology.belonging_2","biology.belonging_3","biology.belonging_4","biology.belonging_5","biology.belonging_6","climate_campus","climate_dept","climate_lab","climate_student","climate_teach","gender","race","lgbtq","lgbtq.discrim._1","lgbtq.discrim._2","lgbtq.discrim._3","lgbtq.discrim._4","lgbtq.climate_1","lgbtq.climate_2","lgbtq.climate_3","lgbtq.climate_4","lgbtq.climate_5","lgbtq.climate_6","lgbtq.climate2_1","lgbtq.climate2_2","lgbtq.climate2_3","lgbtq.climate2_4","lgbtq.climate2_5","lgbtq.climate2_6","lbtq.climate3_1","lbtq.climate3_2","lbtq.climate3_3","lbtq.climate3_4","lbtq.climate3_5","lbtq.climate3_6","lbtq.climate3_7","lbtq.climate3_8","outness_friends","outness_immediatefam","outness_extendedfam","outness_coworkers","outness_lab","outness_gradcourse","outness_undergrads","outness_broadly","personal_eb_work","personal_eb_outside","other_eb","workplace_sob_mean","biology_sob_mean","workplace_fom_mean","biology_fom_mean","lgbtq.discrim_mean","climate_inclusion_mean","climate_exclusion_mean","race2","gender2","lgbtq2","lgbq","tgnc","job2","region"
1606,6,6,6,8,8,7,5,5,4,5,5,7,"comfortable","neutral",NA,NA,"comfortable","Man","White","Yes",3,3,3,1,3,4,2,2,2,2,4,5,4,4,4,2,4,2,2,3,5,4,1,2,"Out","Out","Out","Out to most",NA,NA,"Out to some","Out to most","yes","yes","yes",6,4.66666666666667,7.66666666666667,5.66666666666667,2.5,2.66666666666667,3.625,"white","man","yes","yes","no","staff","westUS"
1607,8,8,8,8,8,8,4,5,4,5,5,6,"neutral","comfortable","very comfortable","neutral",NA,"Man","White","Yes",3,3,4,3,3,3,4,3,4,3,3,3,2,4,5,3,2,3,3,5,4,2,4,4,"Out","Out","Out to some","Out to a few","Out to some",NA,NA,"Out to some","no","no","no",8,4.33333333333333,8,5.33333333333333,3.25,3.75,2.75,"white","man","yes","no","yes","grad_student","midwestUS"
1609,9,9,9,6,6,4,10,9,9,9,9,9,"very uncomfortable","very uncomfortable","very uncomfortable","very uncomfortable","very uncomfortable","Woman","Other (please describe)","Yes",1,5,6,6,4,1,2,4,4,2,4,4,4,2,4,2,4,2,3,3,3,3,3,3,"Out to most","Not out","Not out","Out to a few","Not out",NA,NA,"Out to a few","no","no","no",9,9.33333333333333,5.33333333333333,9,4.5,3.16666666666667,2.875,"other","woman","yes","yes","no","grad_student","outsideUS"
1611,6,6,6,3,5,5,5,4,4,7,7,5,NA,"comfortable",NA,NA,NA,"Woman","White","Yes",3,5,5,3,4,2,2,4,4,2,3,4,4,3,4,3,4,4,2,3,3,2,4,4,"Out","Out to a few","Not out","Out to some",NA,NA,NA,"Not out","no","yes","no",6,4.33333333333333,4.33333333333333,6.33333333333333,4,3.5,2.875,"white","woman","yes","yes","no","industry","outsideUS"
1612,2,5,6,2,4,5,6,5,7,7,7,7,"comfortable","comfortable","very comfortable","neutral",NA,"Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",4.33333333333333,6,3.66666666666667,7,NA,NA,NA,"white","woman","no",NA,NA,"grad_student","outsideUS"
1613,10,5,5,0,0,5,10,10,10,9,9,4,"comfortable","uncomfortable","neutral","neutral","neutral","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",6.66666666666667,10,1.66666666666667,7.33333333333333,NA,NA,NA,"white","woman","no",NA,NA,"industry","outsideUS"
1614,5,6,7,3,6,5,8,7,7,7,6,6,"comfortable","comfortable","comfortable","comfortable","comfortable","Man","Hispanic, Latin*, or Spanish origin","Yes",1,2,2,2,3,4,3,3,3,3,4,4,2,3,3,4,3,3,3,3,3,3,3,3,"Out to most","Out to most","Out to some","Out to most",NA,NA,NA,NA,"no","decline","decline",6,7.33333333333333,4.66666666666667,6.33333333333333,1.75,3.16666666666667,3.125,"latinx","man","yes","yes","no","industry","outsideUS"
1615,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1617,2,3,2,2,2,2,6,6,6,7,7,6,"uncomfortable","uncomfortable","uncomfortable","neutral","comfortable","Non-binary or gender fluid","White","Yes",2,2,3,1,2,4,3,2,3,4,2,4,3,4,3,2,4,2,3,1,2,3,2,2,"Out","Out to a few","Not out","Out to some","Out to some","Out to some","Out to some","Out","yes","yes","yes",2.33333333333333,6,2,6.66666666666667,2,2.16666666666667,3.625,"white","nonbinary/genderfluid","yes","yes","yes","grad_student","outsideUS"
1623,5,5,2,5,5,7,1,1,1,5,5,5,"very comfortable","comfortable","very comfortable",NA,NA,"Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",4,1,5.66666666666667,5,NA,NA,NA,"white","woman","no",NA,NA,"staff","northeastUS"
1626,10,10,10,10,10,10,8,8,8,8,10,5,"very comfortable","very comfortable","very comfortable",NA,NA,"Man","White","Yes",3,4,7,1,4,3,1,2,1,1,3,4,5,3,5,1,3,3,2,5,3,2,1,3,"Out","Out","Out","Out","Out","Out","Not out","Out","no","no","no",10,8,10,7.66666666666667,3.75,2.66666666666667,2.875,"white","man","yes","yes","no","faculty","outsideUS"
1633,9,9,9,6,9,0,5,6,6,7,5,7,"very comfortable","very comfortable","very comfortable",NA,NA,"Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9,5.66666666666667,5,6.33333333333333,NA,NA,NA,"white","man","no",NA,NA,"faculty","outsideUS"
1634,9,9,9,7,8,8,6,6,6,6,7,7,"comfortable","very comfortable","very comfortable",NA,NA,"Woman","White","Yes",5,6,6,6,4,2,3,4,4,1,4,4,2,2,5,4,3,3,2,4,4,2,3,3,"Out to most","Out to a few","Out to a few","Out to a few","Not out",NA,NA,"Out to a few","no","no","yes",9,6,7.66666666666667,6.66666666666667,5.75,3.75,2.25,"white","woman","yes","yes","no","grad_student","southwestUS"
1635,10,10,10,10,10,10,10,10,10,10,10,10,"very comfortable","very comfortable","very comfortable",NA,"very comfortable","Woman","White","Yes",6,6,6,6,4,2,4,4,4,2,4,2,2,2,5,5,2,4,2,4,4,2,4,4,"Out","Out","Out","Out","Out","Out",NA,"Out","no","no","no",10,10,10,10,6,4.16666666666667,2,"white","woman","yes","yes","no","faculty","westUS"
1637,6,6,6,4,4,3,9,9,9,9,10,9,"comfortable","comfortable","comfortable",NA,NA,"Man","White","Yes",6,6,6,6,4,3,4,4,4,1,4,2,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","decline","yes","no",6,9,3.66666666666667,9.33333333333333,6,3.71428571428571,2,"white","man","yes","yes","no","postdoc","outsideUS"
1638,10,9,9,10,10,8,10,8,8,10,10,10,"very comfortable","very comfortable","very comfortable",NA,NA,"Woman","More than one race/ethnicity","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9.33333333333333,8.66666666666667,9.33333333333333,10,NA,NA,NA,"other","woman","no",NA,NA,"postdoc","northeastUS"
1639,5,5,5,5,5,5,5,5,5,5,5,5,"uncomfortable","uncomfortable","uncomfortable",NA,NA,"Non-binary or gender fluid","White","Yes",2,3,3,3,3,2,3,3,3,2,4,3,2,2,4,4,2,4,2,4,3,3,3,4,"Out to some","Out to some","Not out","Out to some",NA,NA,"Out to some","Out to some","yes","yes","yes",5,5,5,5,2.75,3.5,2.25,"white","nonbinary/genderfluid","yes","yes","yes","industry","westUS"
1641,7,6,6,6,2,9,5,5,7,7,7,3,"comfortable","comfortable",NA,NA,NA,"Man","White","Yes",3,4,3,2,4,2,4,4,4,2,4,2,4,2,4,3,2,3,2,3,4,2,3,4,"Out","Out","Out to most","Out",NA,NA,NA,"Out","no","no","no",6.33333333333333,5.66666666666667,5.66666666666667,5.66666666666667,3,3.66666666666667,2.25,"white","man","yes","yes","no","industry","northeastUS"
1642,7,9,9,5,5,5,9,9,9,9,9,5,"very comfortable","very comfortable","very comfortable","","","Woman","White","Yes",4,4,5,3,5,3,1,4,1,1,5,2,3,2,5,4,2,4,2,4,4,3,4,4,"Out","Out","Out","Out to most","Out",NA,"Out","Out to a few","no","no","no",8.33333333333333,9,5,7.66666666666667,4,3.75,2.25,"white","woman","yes","yes","no","postdoc","southeastUS"
1643,8,8,8,6,6,6,9,9,9,9,9,9,"neutral","comfortable","very comfortable","comfortable",NA,"Woman","White","Yes",5,4,5,5,4,3,4,4,4,2,4,4,5,3,5,4,3,3,3,4,4,2,4,4,"Out to most","Out to most","Out to a few","Out to most","Out","Out to most","Not out","Out to some","yes","yes","yes",8,9,6,9,4.75,4,3.125,"white","woman","yes","yes","no","grad_student","southeastUS"
1644,4,4,4,4,3,4,4,3,3,2,3,3,"neutral","neutral","neutral","neutral","neutral","Woman","American Indian or Alaska Native","Yes",3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,"Out to a few","Out to a few","Not out","Out to a few","Out to a few","Not out","Out to a few","Out to a few","yes","yes","yes",4,3.33333333333333,3.66666666666667,2.66666666666667,3,1.91666666666667,2,"other","woman","yes","yes","yes","postdoc","outsideUS"
1645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1646,8,7,7,9,9,9,6,5,5,8,8,8,"comfortable","very comfortable","very comfortable",NA,NA,"Woman","White","Yes",6,5,5,3,5,4,2,4,2,2,4,2,4,1,5,4,3,2,1,3,4,2,3,5,"Out","Out","Out","Out to some","Out to most",NA,NA,"Out","no","no","yes",7.33333333333333,5.33333333333333,9,8,4.75,3.58333333333333,2.375,"white","woman","yes","yes","no","postdoc","southeastUS"
1647,2,0,1,1,1,3,0,1,1,1,1,2,"uncomfortable","uncomfortable","uncomfortable",NA,NA,"Man","Asian","Yes",2,3,2,1,3,2,1,4,2,3,1,4,5,2,3,1,3,2,3,2,2,3,2,3,"Out","Out","Out","Out to most","Out to most",NA,NA,"Out","no","decline","decline",1,0.666666666666667,1.66666666666667,1.33333333333333,2,2.16666666666667,3.125,"asian","man","yes","yes","no","postdoc","northeastUS"
1650,7,8,8,9,9,7,6,6,5,7,7,4,"comfortable","very comfortable","very comfortable","neutral","comfortable","Non-binary or gender fluid","White","Yes",2,1,2,2,2,3,2,3,4,4,3,5,4,4,5,4,2,4,2,4,4,4,2,4,"Out","Out","Out","Out","Out","Out","Out","Out","yes","yes","yes",7.66666666666667,5.66666666666667,8.33333333333333,6,1.75,3.41666666666667,3.5,"white","nonbinary/genderfluid","yes","yes","yes","grad_student","northeastUS"
1653,6,6,7,9,9,7,9,9,10,10,9,9,"neutral","uncomfortable","very comfortable",NA,"very comfortable","Woman","Hispanic, Latin*, or Spanish origin","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",6.33333333333333,9.33333333333333,8.33333333333333,9.33333333333333,NA,NA,NA,"latinx","woman","no",NA,NA,"faculty","outsideUS"
1657,7,6,7,7,6,7,0,0,0,0,0,5,"very comfortable","very comfortable","comfortable","very comfortable","very comfortable","Man","Hispanic, Latin*, or Spanish origin","Yes",3,3,4,4,3,3,4,4,3,3,3,3,5,4,4,3,4,2,4,3,3,3,3,4,"Out","Out","Out to most","Out to some","Not out","Not out","Not out","Not out","yes","yes","yes",6.66666666666667,0,6.66666666666667,1.66666666666667,3.5,3.25,3.625,"latinx","man","yes","yes","yes","postdoc","midwestUS"
1658,9,10,10,10,10,10,10,10,10,10,10,9,"neutral","very comfortable","very comfortable","very comfortable","comfortable","Woman","White","Yes",3,5,6,2,4,2,4,4,4,1,4,3,2,2,5,4,2,4,2,4,4,2,4,4,"Out","Out","Out to most","Out to some","Out","Out to some","Out to a few","Out to most","no","yes","no",9.66666666666667,10,10,9.66666666666667,4,4.08333333333333,2,"white","woman","yes","yes","no","grad_student","westUS"
1661,5,5,0,5,5,5,10,10,10,9,10,5,"comfortable",NA,"very comfortable",NA,NA,"Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",3.33333333333333,10,5,8,NA,NA,NA,"white","man","no",NA,NA,"staff","midwestUS"
1662,4,5,5,6,6,1,8,8,9,9,9,9,"comfortable","neutral","comfortable",NA,NA,"Woman","Hispanic, Latin*, or Spanish origin","Decline to state",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",4.66666666666667,8.33333333333333,4.33333333333333,9,NA,NA,NA,"latinx","woman",NA,NA,NA,"postdoc","outsideUS"
1666,7,9,8,7,7,7,8,8,8,8,8,8,"comfortable","comfortable","very comfortable",NA,"very comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8,8,7,8,NA,NA,NA,"white","man","no",NA,NA,"faculty","westUS"
1667,8,8,8,10,10,10,8,8,8,10,10,8,"uncomfortable","comfortable","very comfortable",NA,NA,"Woman","White","Yes",3,3,5,1,4,2,5,4,4,2,4,2,2,1,5,5,2,4,2,3,4,2,4,4,"Out","Out","Out","Out","Out","Out","Out","Out","no","yes","no",8,8,10,9.33333333333333,3,4.16666666666667,1.875,"white","woman","yes","yes","yes","postdoc","outsideUS"
1674,8,9,9,8,8,8,6,7,8,9,9,8,"comfortable","very comfortable","very comfortable",NA,NA,"Woman","White","Yes",5,5,5,6,5,2,4,4,4,1,5,4,2,1,5,4,2,3,1,4,4,2,4,4,"Out to most","Out to a few","Not out","Out to most","Out",NA,NA,"Out to a few","no","no","no",8.66666666666667,7,8,8.66666666666667,5.25,4.16666666666667,1.875,"white","woman","yes","yes","no","staff","outsideUS"
1679,7,7,7,6,4,4,8,8,7,9,9,7,"neutral","comfortable","comfortable",NA,NA,"Woman","More than one race/ethnicity","Yes",1,2,3,3,4,3,3,3,3,2,3,4,2,3,5,4,3,2,2,4,4,3,4,4,"Out to most","Not out","Not out","Out to some","Not out",NA,NA,"Out to a few","no","no","yes",7,7.66666666666667,4.66666666666667,8.33333333333333,2.25,3.58333333333333,2.75,"other","woman","yes","yes","no","industry","northeastUS"
1689,8,9,9,8,8,7,7,8,8,8,8,8,"comfortable","comfortable","very comfortable",NA,"comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8.66666666666667,7.66666666666667,7.66666666666667,8,NA,NA,NA,"white","woman","no",NA,NA,"faculty","northeastUS"
1692,5,5,5,7,6,6,5,7,7,7,8,8,"uncomfortable","uncomfortable","very comfortable","comfortable",NA,"Man","White","Yes",3,3,5,2,4,4,4,3,2,2,3,4,3,3,4,3,4,3,3,2,4,2,4,2,"Out","Out","Out to most","Out to some","Out to most",NA,NA,"Out","yes","yes","yes",5,6.33333333333333,6.33333333333333,7.66666666666667,3.25,3.16666666666667,3.125,"white","man","yes","yes","yes","grad_student","northeastUS"
1702,5,5,5,6,5,5,5,6,6,5,5,5,"uncomfortable","neutral","very comfortable","uncomfortable","comfortable","Non-binary or gender fluid","White","Yes",1,1,2,1,2,3,2,2,2,3,3,4,4,3,4,2,3,3,4,2,2,3,3,3,"Out","Out","Out to most","Out to most","Out to most","Out","Out","Out","no","no","no",5,5.66666666666667,5.33333333333333,5,1.25,2.5,3.375,"white","nonbinary/genderfluid","yes","yes","yes","postdoc","northeastUS"
1707,6,6,6,5,4,4,4,4,4,3,3,3,"uncomfortable","comfortable","comfortable",NA,NA,"A gender that is not listed","White","Yes",1,1,2,1,2,3,3,2,3,4,4,5,4,2,4,2,3,3,2,1,3,4,4,3,"Out","Out","Out","Out","Out",NA,NA,"Out","no","no","no",6,4,4.33333333333333,3,1.25,2.83333333333333,3.375,"white","nonbinary/genderfluid","yes","yes","yes","grad_student","northeastUS"
1710,9,9,9,9,9,9,8,8,9,9,9,8,"very comfortable","very comfortable","very comfortable",NA,"very comfortable","Woman","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9,8.33333333333333,9,8.66666666666667,NA,NA,NA,"asian","woman","no",NA,NA,"faculty",NA
1735,5,3,5,5,5,5,5,5,5,5,5,5,"comfortable","comfortable","comfortable",NA,NA,"A gender that is not listed","White","Yes",2,4,3,2,3,2,2,3,2,3,3,4,4,3,3,3,3,3,2,4,3,4,3,4,"Out","Out","Out","Out","Out","Out","Out to most","Out","no","no","no",4.33333333333333,5,5,5,2.75,3,3.125,"white","nonbinary/genderfluid","yes","yes","yes","faculty","westUS"
1771,8,9,9,8,8,6,9,10,10,10,10,8,"comfortable","very comfortable","very comfortable",NA,"very comfortable","Man","Decline to state","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8.66666666666667,9.66666666666667,7.33333333333333,9.33333333333333,NA,NA,NA,NA,"man","no",NA,NA,"staff","northeastUS"
1775,3,3,5,5,5,3,7,9,9,9,9,6,"uncomfortable","uncomfortable","comfortable","","comfortable","Man","White","Yes",3,4,3,2,3,3,2,2,2,3,4,2,3,3,4,3,2,3,2,2,3,3,3,3,"Out","Out","Out","Out","Out",NA,"Out","Out","no","no","yes",3.66666666666667,8.33333333333333,4.33333333333333,8,3,2.83333333333333,2.625,"white","man","yes","yes","no","faculty","outsideUS"
1782,2,2,2,4,4,1,1,1,2,2,2,8,"neutral","comfortable","comfortable","neutral",NA,"Woman","White","Yes",6,6,5,3,4,2,2,3,3,2,3,5,4,2,3,3,2,3,2,3,2,3,2,5,"Out","Out to most","Out to a few","Out to most","Out","Out","Out","Out","no","no","no",2,1.33333333333333,3,4,5,3,2.75,"white","woman","yes","yes","no","government","outsideUS"
1784,8,8,8,10,10,9,9,9,9,9,10,9,"neutral","comfortable","very comfortable",NA,"comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8,9,9.66666666666667,9.33333333333333,NA,NA,NA,"white","woman","no",NA,NA,"faculty","southeastUS"
1785,8,5,6,6,7,5,6,6,6,7,7,6,"very comfortable","comfortable","very comfortable",NA,NA,"Woman","Asian","Yes",5,4,5,4,5,2,4,5,3,2,5,2,2,1,5,5,2,4,2,5,5,2,5,4,"Out to some","Not out","Not out","Out to most","Out to most",NA,NA,"Not out","no","no","no",6.33333333333333,6,6,6.66666666666667,4.5,4.58333333333333,1.875,"asian","woman","yes","yes","no","grad_student","northeastUS"
1797,5,6,6,5,5,5,10,10,10,10,10,5,"very comfortable","very comfortable","very comfortable",NA,"very comfortable","Woman","White","Yes",3,4,4,2,5,1,5,5,5,1,5,1,1,1,5,5,1,5,1,5,5,1,5,5,"Out","Out","Out","Out","Out","Out","Out","Out","no","no","no",5.66666666666667,10,5,8.33333333333333,3.25,5,1,"white","woman","yes","yes","no","faculty","northeastUS"
1836,10,10,10,10,9,7,2,2,2,8,8,5,"comfortable","comfortable","comfortable","comfortable","comfortable","Man","Asian","Yes",2,3,4,3,4,3,3,3,3,2,4,3,3,3,4,4,3,3,2,4,4,2,3,4,"Out to most","Out to a few","Not out","Out to most","Out","Out to most",NA,"Out to most","no","no","no",10,2,8.66666666666667,7,3,3.58333333333333,2.625,"asian","man","yes","yes","no","postdoc","northeastUS"
1838,7,5,3,3,3,0,5,3,3,7,7,7,"neutral","neutral","very comfortable",NA,"comfortable","Woman","More than one race/ethnicity","Yes",5,4,5,4,3,2,2,2,3,2,3,4,4,3,5,2,4,3,2,2,3,3,3,1,"Out","Out","Out to some","Out to some","Out","Out to most","Out to most","Out","no","no","no",5,3.66666666666667,2,7,4.5,2.66666666666667,3,"other","woman","yes","yes","no","faculty","southeastUS"
1839,6,6,6,6,6,5,6,6,6,6,6,6,"comfortable","comfortable","comfortable","neutral","comfortable","Woman","Asian","Yes",1,2,2,1,2,3,2,3,2,3,2,4,3,3,3,3,4,3,3,2,3,3,3,3,"Out to a few","Not out","Not out","Not out","Out to a few","Not out","Out to a few","Out to a few","decline","yes","decline",6,6,5.66666666666667,6,1.5,2.58333333333333,3.25,"asian","woman","yes","yes","yes","faculty","northeastUS"
1843,4,3,3,3,2,5,NA,NA,NA,NA,NA,NA,"uncomfortable","uncomfortable","very comfortable",NA,"comfortable","Woman","White","Yes",3,4,5,1,1,4,4,2,3,4,2,4,3,5,5,2,2,2,3,1,3,4,4,1,"Out","Out","Out","Out","Out","Out",NA,"Out to a few","yes","yes","decline",3.33333333333333,NA,3.33333333333333,NA,3.25,2.5,3.625,"white","woman","yes","yes","no","faculty","southwestUS"
1844,2,0,2,8,8,8,0,0,0,5,2,5,"neutral","neutral","neutral","neutral","neutral","Agender","White","Decline to state",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",1.33333333333333,0,8,4,NA,NA,NA,"white","agender",NA,NA,"yes","faculty","midwestUS"
1846,8,10,10,9,8,10,10,10,10,10,10,10,"comfortable","comfortable","comfortable","comfortable","neutral","Woman","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9.33333333333333,10,9,10,NA,NA,NA,"asian","woman","no",NA,NA,"postdoc","westUS"
1847,3,5,6,7,7,9,8,8,8,10,10,5,"comfortable","comfortable","very comfortable",NA,NA,"Man","White","Yes",1,3,5,2,3,4,2,3,1,3,3,4,4,4,4,2,3,2,3,3,2,2,2,3,"Out","Out","Out","Out to most",NA,NA,NA,"Out","yes","yes","no",4.66666666666667,8,7.66666666666667,8.33333333333333,2.75,2.5,3.375,"white","man","yes","yes","no","industry","westUS"
1850,8,8,8,9,7,1,8,8,8,9,9,5,"neutral","very comfortable","very comfortable",NA,"comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8,8,5.66666666666667,7.66666666666667,NA,NA,NA,"white","woman","no",NA,NA,"faculty","southeastUS"
1851,8,8,8,9,8,9,6,7,7,7,7,8,"very comfortable","very comfortable","very comfortable",NA,"very comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8,6.66666666666667,8.66666666666667,7.33333333333333,NA,NA,NA,"white","man","no",NA,NA,"faculty","southeastUS"
1852,8,10,10,10,10,10,9,10,10,10,10,10,NA,"comfortable",NA,NA,NA,"Man","White","Yes",2,5,5,2,4,2,4,4,3,2,4,4,2,1,4,3,1,4,1,3,4,1,4,5,"Out","Out","Out to some","Out to most",NA,NA,NA,"Out","no","no","no",9.33333333333333,9.66666666666667,10,10,3.5,3.83333333333333,1.75,"white","man","yes","yes","yes","government","southeastUS"
1853,9,9,9,9,10,9,8,8,9,10,10,10,"comfortable","very comfortable","very comfortable","comfortable","comfortable","Woman","More than one race/ethnicity","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9,8.33333333333333,9.33333333333333,10,NA,NA,NA,"other","woman","no",NA,NA,"grad_student","southeastUS"
1854,1,1,0,2,1,0,3,5,5,5,5,8,"uncomfortable","neutral","very comfortable",NA,"neutral","Woman","Other (please describe)","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",0.666666666666667,4.33333333333333,1,6,NA,NA,NA,"other","woman","no",NA,NA,"faculty","southeastUS"
1856,7,5,4,6,8,9,NA,NA,NA,NA,NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",5.33333333333333,NA,7.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1858,10,10,10,10,10,10,10,10,10,10,10,9,"very comfortable",NA,"very comfortable",NA,NA,"Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,10,10,9.66666666666667,NA,NA,NA,"white","man","no",NA,NA,"industry","westUS"
1866,6,6,6,7,7,7,6,6,6,6,6,7,"neutral","comfortable","very comfortable",NA,"comfortable","Non-binary or gender fluid","White","Yes",2,3,4,2,4,2,4,3,3,2,4,4,2,2,4,3,2,4,1,3,4,3,3,4,"Out to most","Out to some","Not out","Out to some","Out to most","Out to most","Out to most","Out to most","no","no","no",6,6,7,6.33333333333333,2.75,3.58333333333333,2.25,"white","nonbinary/genderfluid","yes","yes","yes","faculty","outsideUS"
1876,9,9,9,9,9,8,10,10,10,10,10,10,"very comfortable","neutral","very comfortable",NA,"very comfortable","Woman","White","Yes",2,3,2,1,1,4,2,2,2,3,2,4,4,5,3,2,4,2,5,2,2,5,3,3,"Out","Out","Out","Out","Out","Out","Out","Out","yes","yes","yes",9,10,8.66666666666667,10,2,2.16666666666667,4.25,"white","woman","yes","yes","no","faculty","southeastUS"
1880,6,6,7,8,8,4,8,6,6,10,10,10,"comfortable","comfortable","very comfortable",NA,NA,"Non-binary or gender fluid","White","Yes",2,2,2,2,4,2,4,4,4,2,4,3,4,2,5,5,2,4,2,4,4,3,4,4,"Out","Out to some","Not out","Out to a few","Out",NA,"Not out","Out to a few","no","yes","no",6.33333333333333,6.66666666666667,6.66666666666667,10,2,4.16666666666667,2.5,"white","nonbinary/genderfluid","yes","yes","yes","staff","southeastUS"
1881,10,10,10,10,10,6,8,9,9,9,9,9,"comfortable","very comfortable","very comfortable",NA,"comfortable","Woman","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,8.66666666666667,8.66666666666667,9,NA,NA,NA,"asian","woman","no",NA,NA,"faculty","northeastUS"
